Article Name,Accessibility Score,Metadata Score,Search Engine Visibility Score,Sharability Score,Indexing Score,Overall Score,Website Link,Article Type,Source,Year,Keywords Used,,,,,,,,
"Breeding biology and effect of pollinators on the fruit characteristics of cucumber (Cucumis sativus L.), Cucurbitaceae",3,3,2,2,3,2.7,https://www.researchgate.net/profile/Ekeke-Chimezie/publication/331374613_BREEDING_BIOLOGY_AND_EFFECT_OF_POLLINATORS_ON_THE_FRUIT_CHARACTERISTICS_OF_CUCUMBER_CUCUMIS_SATIVUS_L_CUCURBITACEAE/links/5c766c1e92851c69504412b2/BREEDING-BIOLOGY-AND-EFFECT-OF-POLLINATORS-ON-THE-FRUIT-CHARACTERISTICS-OF-CUCUMBER-CUCUMIS-SATIVUS-L-CUCURBITACEAE.pdf,Scientific article,Nigerian Journal of Botany,2018,honey bee,farm,cucumber,managed pollinators,,,,,
Bulletin,2,2,1,1,2,1.7,https://www.ilsba.com/uploads/1/0/6/4/10649295/2019_july-aug.pdf,Government,Illinois State Beekeepers Association,2019,honey bee,farm,Minnesota,managed pollinators,,,,,
Comparative performance of hive bee on yield of cucumber (Cucumis sativus L.),3,3,2,3,3,2.8,https://indianentomology.org/index.php/ije/article/view/1151,Scientific article,Indian Journal of Entomology,2023,honey bee,farm,cucumber,managed pollinators,,,,,
Comparison of honey bee (Hymenoptera: Apidae) colony units of different sizes as pollinators of hybrid seed canola,3,3,2,3,3,2.8,https://academic.oup.com/jee/article/111/4/1535/5036556,Scientific article,Journal of economic entomology,2018,honey bee,farm,seed,managed pollinators,,,,,
COMPOSITION AND FREQUENCY OF FLOWER VISITORS IN SOME VARIETIES OF MELON UNDER DIFFERENT CROP CONDITIONS,3,3,3,3,3,3.0,https://www.scielo.br/j/rcaat/a/zGBBnKNHcCcYfsz86Dg6JkM/,Scientific article,Revista Caatinga,2021,honey bee,farm,melon,managed pollinators,,,,,
Comprehensive analysis of insecticides in melliferous weeds and agricultural crops using a modified QuEChERS/LC-MS/MS protocol and of their potential risk to honey bees (Apis mellifera L.,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S0048969718348241,Scientific article,Science of The Total Environment,2019,honey bee,farm,weed,managed pollinators,,,,,
Comprehensive survey of area-wide agricultural pesticide use in southern United States row crops and potential impact on honey bee colonies,3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/10/9/280,Scientific article,Insects,2019,honey bee,farm,corn,weed,,,,,
"Contact and oral toxicity to honey bees (Apis mellifera) of agents registered for use for sweet corn insect control in Ontario, Canada",3,3,2,2,3,2.7,https://www.apidologie.org/articles/apido/abs/2005/04/M5406/M5406.html,Scientific article,Apidologie,2005,honey bee,farm,corn,managed pollinators,,,,,
Control of Varroa destructor (Acari: Varroidae) in Apis mellifera (Hymenoptera: Apidae) by using plant oils and extract,1,3,2,2,3,1.9,https://www.cabidigitallibrary.org/doi/full/10.5555/20143217752,Scientific article,Pakistan journal of zoology,2014,honey bee,farm,garlic,managed pollinators,,,,,
County-level analysis reveals a rapidly shifting landscape of insecticide hazard to honey bees (Apis mellifera) on US farmland,3,2,3,2,3,2.7,https://www.nature.com/articles/s41598-019-57225-w,Scientific article,Nature,2020,honey bee,wild bees,farm,pesticides,Minnesota,Midwest,,,
Defining the insect pollinator community found in Iowa corn and soybean fields: implications for pollinator conservation,1,3,3,3,3,2.2,https://academic.oup.com/ee/article-abstract/45/5/1099/2197225,Scientific article,Environmental Entomology,2016,honey bee,farm,corn,managed pollinators,,,,,
Determinants of Bee Visitation in an Economically Important Vegetable Crop Along an Agricultural Intensification Gradient,1,3,2,3,3,2.0,https://link.springer.com/article/10.1007/s12595-019-00309-2,Scientific article,Proceedings of the Zoological Society,2020,honey bee,farm,vegetable,managed pollinators,,,,,
Determination of the Pollination Efficacy in APIS Mellifera L. Colony Level on Cucumber (Cucumis sativus L.),3,3,2,3,3,2.8,https://www.researchgate.net/publication/371165898_Determination_of_the_Pollination_Efficacy_in_Apis_mellifera_L_Colony_Level_on_Cucumber_Cucumis_sativus_L,Scientific article,Journal of Survey in Fisheries Sciences,2023,honey bee,farm,cucumber,managed pollinators,,,,,
Differences of floral resource use between honey bees and wild bees in an intensive farming system,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0167880913002430,Scientific article,"Agriculture, Ecosystems & Environment",2013,honey bee,wild bees,farm,Extension,weed,,,,
Distance from migratory honey bee apiary effects on community of insects visiting flowers of pumpkin.,1,2,2,3,3,1.8,http://www.bulletinofinsectology.org/pdfarticles/vol66-2013-103-108matsumoto.pdf,Scientific article,Bulletin of Insectology,2013,honey bee,farm,pumpkin,managed pollinators,,,,,
Diversified farming in a monoculture landscape: effects on honey bee health and wild bee communities,3,3,3,3,3,3.0,https://academic.oup.com/ee/article/49/3/753/5816328,Scientific article,Environmental entomology,2020,honey bee,wild bees,farm,corn,fruit,vegetable,weed,Minnesota,Midwest
Diversity and flower-visiting rates of bee species as potential pollinators of melon (Cucumis melo L.) in the Brazilian Cerrado,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0304423815000916,Scientific article,Scientia Horticulturae,2015,honey bee,farm,melon,managed pollinators,,,,,
"Do sunflowers influence the development of honey bee, Apis mellifera, colonies in areas with diversified crop farming?",1,3,2,3,3,2.0,https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.49.3.01,Scientific article,Journal of Apicultural Research,2010,honey bee,farm,corn,managed pollinators,,,,,
Do the quality and quantity of honey bee-collected pollen vary across an agricultural land-use gradient?,1,3,2,3,3,2.0,https://academic.oup.com/ee/article/49/1/189/5637005,Scientific article,Environmental entomology,2020,honey bee,farm,Minnesota,managed pollinators,,,,,
Does imidacloprid seed-treated maize have an impact on honey bee mortality?,1,3,2,3,3,2.0,https://academic.oup.com/jee/article-abstract/102/2/616/2199058,Scientific article,Journal of Economic Entomology,2009,honey bee,farm,seed,managed pollinators,,,,,
Economic Effects and Responses to Changes in Honey Bee Health,3,2,2,2,3,2.5,https://ageconsearch.umn.edu/record/276245/?v=pdf,Government,USDA,2018,honey bee,farm,vegetable,Minnesota,,,,,
Effect of bee attractants on foraging activity of honey bees Apis mellifera and Apis cerana for enhancing seed production of cucumber (Cucumis sativus L.).,3,3,2,1,3,2.6,https://www.entomoljournal.com/archives/2019/vol7issue2/PartJ/6-4-311-354.pdf,Scientific article,Journal of Entomology and Zoology Studies,2019,honey bee,farm,cucumber,managed pollinators,,,,,
Effect of garlic on the flavor and odor of milk,2,1,2,1,3,1.8,https://books.google.com/books?hl=en&lr=&id=6shFAQAAIAAJ&oi=fnd&pg=PA2&dq=honey+bee+farm+garlic&ots=2IfWHcVSsM&sig=bhzr3HC0TK_dJqMk6k66xOBn-9c#v=onepage&q=honey%20bee%20farm%20garlic&f=false,Government,US Department of Agriculture,1928,honey bee,farm,garlic,managed pollinators,,,,,
Effect of honey bee (Apis mellifera L.) pollination on fruit setting and yield of cucumber (Cucumis sativus L.,3,3,3,2,3,2.9,https://www.researchgate.net/profile/Rashid-Mahmood-12/publication/237136714_EFFECT_OF_HONEYBEE_APIS_MELLIFERA_L_POLLINATION_ON_FRUIT_SETTING_AND_YIELD_OF_CUCUMBER_CUCUMIS_SATIVUS_L/links/0a85e52fb4b1f55f3c000000/EFFECT-OF-HONEYBEE-APIS-MELLIFERA-L-POLLINATION-ON-FRUIT-SETTING-AND-YIELD-OF-CUCUMBER-CUCUMIS-SATIVUS-L.pdf,Scientific article,Pakistan Entomologist,2008,honey bee,farm,vegetable,cucumber,melon,,,,
Effect of Honeybee (Apis mellifera L.) Pollination on Yields and other Yield Parameters of Watermelon (Citrullus Lanatus L.,3,3,2,2,3,2.7,"https://www.researchgate.net/publication/353658998_Effect_of_Honeybee_Apis_mellifera_L_Pollination_on_Yields_and_other_Yield_Parameters_of_Watermelon_Citrullus_Lanatus_L#:~:text=Honeybee%20pollination%20increases%20the%20yield,the%20treatment%20without%20any%20pollinator.",Scientific article,"Journal of Biology, Agriculture and Healthcare",2020,honey bee,farm,melon,managed pollinators,,,,,
Effective pollination of greenhouse Galia musk melon (Cucumis melo L. var. reticulatus ser.) by afrotropical stingless bee species,1,3,3,3,3,2.2,https://www.tandfonline.com/doi/full/10.1080/00218839.2021.2021641,Scientific article,Journal of Apicultural Research,2022,honey bee,pollination,farm,fruit,melon,,,,
Effects of dietary transgenic Bt corn pollen on larvae of Apis mellifera and Galleria mellonell,1,3,2,3,3,2.0,https://www.tandfonline.com/doi/abs/10.1080/00218839.2003.11101097,Scientific article,Journal of Apicultural Research,2003,honey bee,farm,corn,managed pollinators,,,,,
Effects of honey bee (Apis mellifera L.) colony size on the pollination of greenhouse-cultivated watermelon (Citrullus lanatus L.) under forcing cultivation.,1,3,2,3,3,2.0,https://openurl.ebsco.com/EPDB%3Agcd%3A6%3A19662790/detailv2?sid=ebsco%3Aplink%3Ascholar&id=ebsco%3Agcd%3A136411597&crl=c,Scientific article,International Journal of Industrial Entomology,2018,honey bee,farm,melon,managed pollinators,,,,,
Effects of honey bee pollination on pumpkin fruit and seed yield,3,3,3,1,3,2.8,https://www.researchgate.net/profile/Alan-Walters-2/publication/269106067_Effects_of_Honey_Bee_Pollination_on_Pumpkin_Fruit_and_Seed_Yield/links/560c65de08ae73e7a6a2ef26/Effects-of-Honey-Bee-Pollination-on-Pumpkin-Fruit-and-Seed-Yield.pdf,Scientific article,HortScience,2006,honey bee,farm,pumpkin,vegetable,seed,,,,
Effects of local landscape richness on in-field weed metrics across the Great Britain scale,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S0167880912001016,Scientific article,"Agriculture, ecosystems & environment",2012,honey bee,farm,weed,,,,,,
Effects of Managed and Unmanaged Floral Margins on Pollination Services and Production in Melon Crops,3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/14/3/296,Scientific article,Insects,2023,honey bee,farm,melon,managed pollinators,,,,,
Effects of stingless bee (Heterotrigona itama) pollination on greenhouse cucumber (Cucumis sativus),3,3,2,2,3,2.7,"https://www.researchgate.net/publication/317041493_Effects_of_stingless_bee_Heterotrigona_itama_pollination_on_greenhouse_cucumber_Cucumis_sativus#:~:text=Results%20showed%20that%20the%20cucumbers,from%20pollination%20without%20stingless%20bees.",Scientific article,Malaysian Applied Biology,2017,honey bee,farm,cucumber,managed pollinators,,,,,
Effects of the herbicide glyphosate on honey bee sensory and cognitive abilities: Individual impairments with implications for the hive,3,3,2,3,3,2.8,https://www.mdpi.com/2075-4450/10/10/354,Scientific article,Insects,2019,honey bee,farm,weed,managed pollinators,,,,,
Efficacy of cover crops for pollinator habitat provision and weed suppressio,1,3,3,3,3,2.2,https://academic.oup.com/ee/article/50/1/208/6092748,Scientific article,Environmental Entomology,2021,honey bee,farm,weed,managed pollinators,,,,,
"Efficiency of foliar application by chitosan and royal jelly on growth, yield and quality of two garlic cultivars.""",3,3,2,2,3,2.7,https://journals.ekb.eg/article_199734.html,Scientific article,SVU-International Journal of Agricultural Sciences,2021,honey bee,farm,garlic,managed pollinators,,,,,
Enhancing seed production of three Brassica vegetables by honey bee pollination in north-western Himalayas of India,3,3,3,1,3,2.8,https://www.researchgate.net/profile/Johnson-Stanley-2/publication/285633009_Enhancing_seed_production_of_three_brassica_vegetables_by_honeybee_pollination_in_North-western_Himalayas_of_India/links/58b6d55a92851c471d476c76/Enhancing-seed-production-of-three-brassica-vegetables-by-honeybee-pollination-in-North-western-Himalayas-of-India.pdf,Scientific article,Universal Journal of Agricultural Research,2013,honey bee,farm,vegetable,seed,,,,,
Estimation of Honeybees (Apis mellifera l.) impact in pollination of cucumber (Cucumis sativus L.) crops for yield enhancement and seed quality,3,3,3,3,3,3.0,https://www.researchgate.net/publication/382127402_Estimation_of_Honeybees_Apis_mellifera_L_impact_in_pollination_of_cucumber_Cucumis_sativus_L_crops_for_yield_enhancement_and_seed_quality,Scientific article,Journal of Survey in Fisheries Sciences,2023,honey bee,farm,cucumber,managed pollinators,,,,,
Euphorbia honey and garlic: Biological activity and burn wound recovery,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S0305417919300774,Scientific article,Burns,2019,honey bee,farm,garlic,managed pollinators,,,,,
Evaluating pollination deficits in pumpkin production in New York,1,3,3,3,3,2.2,https://academic.oup.com/ee/article-abstract/43/5/1247/567340,Scientific article,Environmental entomology,2014,honey bee,farm,pumpkin,managed pollinators,,,,,
Evaluating the impact of post-emergence weed control in honeybee colonies located in different agricultural surroundings,3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/12/2/163,Scientific article,Insects,2021,honey bee,wild bees,farm,herbicides,weed,,,,
"Evaluation and demonstration of the roll of honey bees on seed yield of alfalfa (Medicago sativa FL77) in Kulumsa, Ethiopi",3,3,2,1,3,2.6,https://www.entomoljournal.com/archives/2020/vol8issue4/PartAI/8-3-111-753.pdf,Scientific article,Journal of Entomology and Zoology Studies,2020,honey bee,farm,seed,managed pollinators,,,,,
"Evaluation of Efficiency of Thyme Oil, Cinnamomum verum, Melaleuca viridiflora, Syzygium aromaticum Essential Oils, and Amitraz for Varroa Mite (Acari: Varroidae) Control in Honey Bee (Hymenoptera: Apidae) Colonies Under Field Conditions",3,3,2,2,3,2.7,https://vetdergikafkas.org/uploads/full_issue_pdf/full_issue_pdf_220.pdf#page=139,Scientific article,Kafkas Univ Vet Fak Derg,2024,honey bee,farm,garlic,managed pollinators,,,,,
Evaluation of the nutritive value of maize for honey bees.,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S0022191011003374,Scientific article,Journal of insect physiology,2012,honey bee,farm,corn,managed pollinators,,,,,
Evidence for pollinator cost and farming benefits of neonicotinoid seed coatings on oilseed rape,3,2,3,2,3,2.7,https://www.nature.com/articles/srep12574,Scientific article,Scientific Reports,2015,honey bee,farm,seed,managed pollinators,,,,,
"Exploring the Best Native Pollinators for Pumpkin (Cucurbita pepo) Production in Punjab, Pakistan",1,3,2,3,3,2.0,https://proquest.com/openview/7dff3bc5a5fdf2c30440d814018204a4/1?pq-origsite=gscholar&cbl=616534,Scientific article,Pakistan journal of zoology,2014,honey bee,farm,pumpkin,managed pollinators,,,,,
Exposure to clothianidin seed-treated canola has no long-term impact on honey bees,1,3,2,3,3,2.0,https://academic.oup.com/jee/article/100/3/765/2198751,Scientific article,Journal of economic entomology,2007,honey bee,farm,seed,managed pollinators,,,,,
"Farmers’ knowledge, attitude and perception of bee pollination of watermelon and soybean in North-Central, Nigeria",3,3,2,1,3,2.6,https://www.researchgate.net/profile/Yusuf-Oladimeji-2/publication/314297464_Farmers'_Knowledge_Attitude_and_Perception_of_Bee_Pollination_of_Watermelon_and_Soybean_in_North-Central_Nigeria/links/59a2d4360f7e9b0fb8b026c2/Farmers-Knowledge-Attitude-and-Perception-of-Bee-Pollination-of-Watermelon-and-Soybean-in-North-Central-Nigeria.pdf,Scientific article,Journal of Advances in Biology & Biotechnology,2017,honey bee,farm,melon,managed pollinators,,,,,
